n°_training,trace,places,transitions,arcs,ext_cardoso,trace_1,trace_2,trace_3,trace_4,trace_5,trace_6,trace_7,trace_8,trace_9,trace_10
0,500,10,15,30,13,"[14:1]('Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Closed')","[13:1]('Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Create SW anomaly', 'Resolve ticket', 'Take in charge ticket', 'Resolve ticket', 'Closed')","[11:1]('Assign seriousness', 'Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket', 'Create SW anomaly', 'Resolve ticket', 'Take in charge ticket', 'Create SW anomaly', 'Resolve ticket', 'Closed')","[11:1]('Assign seriousness', 'Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Closed')","[10:1]('Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket', 'Create SW anomaly', 'Resolve ticket', 'Take in charge ticket', 'Create SW anomaly', 'Resolve ticket', 'Closed')","[9:3]('Insert ticket', 'Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Closed')","[9:1]('Assign seriousness', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Closed')","[9:1]('Insert ticket', 'Assign seriousness', 'Assign seriousness', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket', 'Resolve ticket', 'Closed')","[9:1]('Insert ticket', 'Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Closed')","[9:1]('Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Create SW anomaly', 'Resolve ticket', 'Take in charge ticket', 'Resolve ticket', 'Closed')"
1,505,10,15,30,13,"[14:1]('Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Closed')","[13:1]('Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Create SW anomaly', 'Resolve ticket', 'Take in charge ticket', 'Resolve ticket', 'Closed')","[11:1]('Assign seriousness', 'Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket', 'Create SW anomaly', 'Resolve ticket', 'Take in charge ticket', 'Create SW anomaly', 'Resolve ticket', 'Closed')","[11:1]('Assign seriousness', 'Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Closed')","[10:1]('Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket', 'Create SW anomaly', 'Resolve ticket', 'Take in charge ticket', 'Create SW anomaly', 'Resolve ticket', 'Closed')","[9:3]('Insert ticket', 'Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Closed')","[9:2]('Assign seriousness', 'Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Closed')","[9:1]('Assign seriousness', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Closed')","[9:1]('Insert ticket', 'Assign seriousness', 'Assign seriousness', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket', 'Resolve ticket', 'Closed')","[9:1]('Insert ticket', 'Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Closed')"
2,508,10,15,30,13,"[14:1]('Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Closed')","[13:1]('Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Create SW anomaly', 'Resolve ticket', 'Take in charge ticket', 'Resolve ticket', 'Closed')","[11:1]('Assign seriousness', 'Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket', 'Create SW anomaly', 'Resolve ticket', 'Take in charge ticket', 'Create SW anomaly', 'Resolve ticket', 'Closed')","[11:1]('Assign seriousness', 'Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Closed')","[10:1]('Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket', 'Create SW anomaly', 'Resolve ticket', 'Take in charge ticket', 'Create SW anomaly', 'Resolve ticket', 'Closed')","[9:3]('Insert ticket', 'Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Closed')","[9:2]('Assign seriousness', 'Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Closed')","[9:2]('Assign seriousness', 'Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Closed')","[9:1]('Assign seriousness', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Closed')","[9:1]('Insert ticket', 'Assign seriousness', 'Assign seriousness', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket', 'Resolve ticket', 'Closed')"
3,514,10,15,30,13,"[14:1]('Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Closed')","[13:1]('Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Create SW anomaly', 'Resolve ticket', 'Take in charge ticket', 'Resolve ticket', 'Closed')","[12:1]('Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Closed')","[11:1]('Assign seriousness', 'Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket', 'Create SW anomaly', 'Resolve ticket', 'Take in charge ticket', 'Create SW anomaly', 'Resolve ticket', 'Closed')","[11:1]('Assign seriousness', 'Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Closed')","[10:1]('Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket', 'Create SW anomaly', 'Resolve ticket', 'Take in charge ticket', 'Create SW anomaly', 'Resolve ticket', 'Closed')","[9:3]('Insert ticket', 'Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Closed')","[9:2]('Assign seriousness', 'Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Closed')","[9:2]('Assign seriousness', 'Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Closed')","[9:1]('Assign seriousness', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Closed')"
4,710,9,13,26,11,"[14:1]('Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Closed')","[13:1]('Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Create SW anomaly', 'Resolve ticket', 'Take in charge ticket', 'Resolve ticket', 'Closed')","[12:1]('Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Closed')","[11:1]('Assign seriousness', 'Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket', 'Create SW anomaly', 'Resolve ticket', 'Take in charge ticket', 'Create SW anomaly', 'Resolve ticket', 'Closed')","[11:1]('Assign seriousness', 'Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Closed')","[10:1]('Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket', 'Create SW anomaly', 'Resolve ticket', 'Take in charge ticket', 'Create SW anomaly', 'Resolve ticket', 'Closed')","[9:3]('Insert ticket', 'Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Closed')","[9:3]('Assign seriousness', 'Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Closed')","[9:2]('Insert ticket', 'Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Closed')","[9:2]('Assign seriousness', 'Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Closed')"
5,740,11,17,34,15,"[14:1]('Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Closed')","[13:1]('Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Create SW anomaly', 'Resolve ticket', 'Take in charge ticket', 'Resolve ticket', 'Closed')","[12:1]('Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Closed')","[11:1]('Assign seriousness', 'Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket', 'Create SW anomaly', 'Resolve ticket', 'Take in charge ticket', 'Create SW anomaly', 'Resolve ticket', 'Closed')","[11:1]('Assign seriousness', 'Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Closed')","[11:1]('Assign seriousness', 'Take in charge ticket', 'Wait', 'Wait', 'Take in charge ticket', 'Wait', 'Wait', 'Take in charge ticket', 'Take in charge ticket', 'Resolve ticket', 'Closed')","[10:1]('Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket', 'Create SW anomaly', 'Resolve ticket', 'Take in charge ticket', 'Create SW anomaly', 'Resolve ticket', 'Closed')","[9:3]('Insert ticket', 'Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Closed')","[9:3]('Assign seriousness', 'Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Closed')","[9:2]('Insert ticket', 'Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Closed')"
6,753,11,17,34,15,"[14:1]('Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Closed')","[13:1]('Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Create SW anomaly', 'Resolve ticket', 'Take in charge ticket', 'Resolve ticket', 'Closed')","[13:1]('Assign seriousness', 'Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Closed')","[12:1]('Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Closed')","[11:1]('Assign seriousness', 'Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket', 'Create SW anomaly', 'Resolve ticket', 'Take in charge ticket', 'Create SW anomaly', 'Resolve ticket', 'Closed')","[11:1]('Assign seriousness', 'Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Closed')","[11:1]('Assign seriousness', 'Take in charge ticket', 'Wait', 'Wait', 'Take in charge ticket', 'Wait', 'Wait', 'Take in charge ticket', 'Take in charge ticket', 'Resolve ticket', 'Closed')","[10:1]('Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket', 'Create SW anomaly', 'Resolve ticket', 'Take in charge ticket', 'Create SW anomaly', 'Resolve ticket', 'Closed')","[9:3]('Insert ticket', 'Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Closed')","[9:3]('Assign seriousness', 'Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Closed')"
7,1142,11,17,34,15,"[14:1]('Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Closed')","[13:1]('Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Create SW anomaly', 'Resolve ticket', 'Take in charge ticket', 'Resolve ticket', 'Closed')","[13:1]('Assign seriousness', 'Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Closed')","[12:1]('Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Closed')","[11:1]('Assign seriousness', 'Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket', 'Create SW anomaly', 'Resolve ticket', 'Take in charge ticket', 'Create SW anomaly', 'Resolve ticket', 'Closed')","[11:1]('Assign seriousness', 'Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Closed')","[11:1]('Assign seriousness', 'Take in charge ticket', 'Wait', 'Wait', 'Take in charge ticket', 'Wait', 'Wait', 'Take in charge ticket', 'Take in charge ticket', 'Resolve ticket', 'Closed')","[10:1]('Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket', 'Create SW anomaly', 'Resolve ticket', 'Take in charge ticket', 'Create SW anomaly', 'Resolve ticket', 'Closed')","[10:1]('Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Closed')","[9:3]('Insert ticket', 'Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Closed')"
8,1206,10,15,30,14,"[14:1]('Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Closed')","[13:1]('Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Create SW anomaly', 'Resolve ticket', 'Take in charge ticket', 'Resolve ticket', 'Closed')","[13:1]('Assign seriousness', 'Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Closed')","[12:1]('Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Closed')","[11:1]('Assign seriousness', 'Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket', 'Create SW anomaly', 'Resolve ticket', 'Take in charge ticket', 'Create SW anomaly', 'Resolve ticket', 'Closed')","[11:1]('Assign seriousness', 'Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Closed')","[11:1]('Assign seriousness', 'Take in charge ticket', 'Wait', 'Wait', 'Take in charge ticket', 'Wait', 'Wait', 'Take in charge ticket', 'Take in charge ticket', 'Resolve ticket', 'Closed')","[10:1]('Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket', 'Create SW anomaly', 'Resolve ticket', 'Take in charge ticket', 'Create SW anomaly', 'Resolve ticket', 'Closed')","[10:1]('Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Closed')","[9:4]('Assign seriousness', 'Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Closed')"
9,1268,10,16,32,15,"[14:1]('Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Closed')","[13:1]('Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Create SW anomaly', 'Resolve ticket', 'Take in charge ticket', 'Resolve ticket', 'Closed')","[13:1]('Assign seriousness', 'Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Closed')","[12:1]('Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Closed')","[11:1]('Assign seriousness', 'Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket', 'Create SW anomaly', 'Resolve ticket', 'Take in charge ticket', 'Create SW anomaly', 'Resolve ticket', 'Closed')","[11:1]('Assign seriousness', 'Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Closed')","[11:1]('Assign seriousness', 'Take in charge ticket', 'Wait', 'Wait', 'Take in charge ticket', 'Wait', 'Wait', 'Take in charge ticket', 'Take in charge ticket', 'Resolve ticket', 'Closed')","[11:1]('Assign seriousness', 'Wait', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Closed')","[10:1]('Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket', 'Create SW anomaly', 'Resolve ticket', 'Take in charge ticket', 'Create SW anomaly', 'Resolve ticket', 'Closed')","[10:1]('Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Closed')"
