training,fitting_traces%,average_trace_fitness,precision,f-measure
1,34.7,0.6803461087061115,0.857746660051087,0.758815871545836
2,39.82,0.7075175330225328,0.6915414615433796,0.6994382806648942
3,60.88,0.812620861545867,0.9177183451734224,0.8619778936006701
4,49.56666666666667,0.7666405988456005,0.6993127832941208,0.7314305863975833
5,50.32,0.7732031890331622,0.9993241541988577,0.8718405680507261
6,50.24,0.7679258191046676,0.6997095811574123,0.7322323421058637
7,63.29333333333334,0.8276483092833096,0.9212799730295411,0.8719577809630005
8,32.233333333333334,0.6747611063011036,0.872592868679339,0.7610304286425041
9,26.773333333333333,0.6452519197469359,0.682568092437691,0.6633856516122227
10,98.91891891891892,0.9949002574002574,0.7476572958500669,0.8537387298352908
WHOLE,46.72208552237814,0.7467248369437114,0.9988361054397441,0.8545742630441361
